,Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,Location,NewConfirmedCases,Latitude,Longitude,Population,Weight
15749,22438,,Serbia,2020-04-05,1908.0,51.0,Serbia,284.0,44.024322850000004,21.07657433209902,8737371,3.250405642612635e-05
15824,22545,,Seychelles,2020-04-05,10.0,0.0,Seychelles,0.0,-4.6574977,55.4540146,98347,0.0
15899,22652,,Sierra Leone,2020-04-05,6.0,0.0,Sierra Leone,2.0,8.6400349,-11.8400269,7557000,2.6465528648934765e-07
15974,22759,,Singapore,2020-04-05,1309.0,6.0,Singapore,120.0,1.357107,103.8194992,5850342,2.0511621371878773e-05
16049,22866,,Slovakia,2020-04-05,485.0,1.0,Slovakia,14.0,48.7411522,19.4528646,5459642,2.5642706976025166e-06
16124,22973,,Slovenia,2020-04-05,997.0,28.0,Slovenia,20.0,45.8133113,14.4808369,2078938,9.62029651677924e-06
16199,23080,,Somalia,2020-04-05,7.0,0.0,Somalia,0.0,8.3676771,49.083416,15893222,0.0
16274,23187,,South Africa,2020-04-05,1655.0,11.0,South Africa,70.0,-28.8166236,24.991639,59308690,1.1802654889190775e-06
16349,23294,,Spain,2020-04-05,131646.0,12641.0,Spain,5478.0,39.3262345,-4.8380649,46754778,0.00011716449600081515
16424,23401,,Sri Lanka,2020-04-05,176.0,5.0,Sri Lanka,10.0,7.5554942,80.7137847,21413249,4.6700059388465526e-07
16499,23508,,Sudan,2020-04-05,12.0,2.0,Sudan,2.0,14.5844444,29.4917691,43849260,4.5610803922346694e-08
16574,23615,,Suriname,2020-04-05,10.0,1.0,Suriname,0.0,4.1413025,-56.0771187,586632,0.0
16649,23722,,Sweden,2020-04-05,6830.0,401.0,Sweden,387.0,59.6749712,14.5208584,10099265,3.831962028919926e-05
16724,23829,,Switzerland,2020-04-05,21100.0,715.0,Switzerland,595.0,46.7985624,8.2319736,8654622,6.874939194340319e-05
16799,23936,,Syria,2020-04-05,19.0,2.0,Syria,3.0,34.6401861,39.0494106,18270000,1.6420361247947454e-07
16949,24150,,Tanzania,2020-04-05,22.0,1.0,Tanzania,2.0,-6.5247123,35.7878438,59734218,3.348164698498271e-08
15524,22117,,San Marino,2020-04-05,266.0,32.0,San Marino,7.0,43.9458623,12.458306,33931,0.00020630102266364092
21149,30142,Virginia,US,2020-04-05,2640.0,52.0,Virginia US,233.0,37.1232245,-78.4927721,8518000,2.735383892932613e-05
18449,26290,Idaho,US,2020-04-05,1078.0,10.0,Idaho US,56.0,43.6447642,-114.0154071,1754000,3.1927023945267957e-05
17174,24471,,Togo,2020-04-05,44.0,3.0,Togo,3.0,8.7800265,1.0199765,8278724,3.6237468479442e-07
17249,24578,,Trinidad and Tobago,2020-04-05,104.0,7.0,Trinidad and Tobago,1.0,10.8677845,-60.9821067,1399488,7.145470343439887e-07
17324,24685,,Tunisia,2020-04-05,574.0,22.0,Tunisia,21.0,33.8439408,9.400138,11818619,1.7768573468693761e-06
17399,24792,,Turkey,2020-04-05,27069.0,574.0,Turkey,3135.0,38.9597594,34.9249653,84339067,3.717138583000924e-05
17474,24899,Alabama,US,2020-04-05,1765.0,45.0,Alabama US,151.0,33.2588817,-86.8295337,4888000,3.0891980360065466e-05
17549,25006,Alaska,US,2020-04-05,185.0,6.0,Alaska US,14.0,64.4459613,-149.680909,737438,1.8984646844887298e-05
17624,25113,Arizona,US,2020-04-05,2486.0,64.0,Arizona US,299.0,34.395342,-111.7632755,7172000,4.16899051868377e-05
17699,25220,Arkansas,US,2020-04-05,837.0,16.0,Arkansas US,94.0,35.2048883,-92.4479108,301400,0.00031187790311877904
17774,25327,California,US,2020-04-05,15034.0,348.0,California US,2197.0,36.7014631,-118.7559974,39560000,5.553589484327604e-05
17849,25434,Colorado,US,2020-04-05,4950.0,140.0,Colorado US,762.0,38.7251776,-105.6077167,5696000,0.00013377808988764044
17924,25541,Connecticut,US,2020-04-05,5675.0,189.0,Connecticut US,399.0,41.6500201,-72.7342163,3573000,0.00011167086481947942
17999,25648,Delaware,US,2020-04-05,673.0,14.0,Delaware US,80.0,38.6920451,-75.4013315,967171,8.271546603444478e-05
18074,25755,District of Columbia,US,2020-04-05,1002.0,22.0,District of Columbia US,100.0,38.893661249999994,-76.98788325388196,633427,0.00015787138849464896
18149,25862,Florida,US,2020-04-05,12350.0,221.0,Florida US,805.0,27.7567667,-81.4639835,21300000,3.779342723004695e-05
18224,25969,Georgia,US,2020-04-05,6647.0,211.0,Georgia US,487.0,32.3293809,-83.1137366,10520000,4.629277566539924e-05
18374,26183,Hawaii,US,2020-04-05,371.0,4.0,Hawaii US,20.0,21.2160437,-157.975203,1420000,1.4084507042253522e-05
19124,27253,Massachusetts,US,2020-04-05,12500.0,231.0,Massachusetts US,764.0,42.3788774,-72.032366,6902000,0.00011069255288322225
19724,28109,New Hampshire,US,2020-04-05,621.0,9.0,New Hampshire US,81.0,43.4849133,-71.6553992,1356000,5.973451327433628e-05
19574,27895,Nebraska,US,2020-04-05,364.0,8.0,Nebraska US,43.0,41.7370229,-99.5873816,1929000,2.2291342664593054e-05
11174,15911,,Jordan,2020-04-05,345.0,5.0,Jordan,22.0,31.1667049,36.941628,10203134,2.1562002420040743e-06
11324,16125,,Kenya,2020-04-05,142.0,4.0,Kenya,16.0,1.4419683,38.4313975,53771296,2.975565253253334e-07
18599,26504,Indiana,US,2020-04-05,4411.0,127.0,Indiana US,458.0,40.3270127,-86.1746933,6692000,6.843992827256426e-05
18674,26611,Iowa,US,2020-04-05,869.0,18.0,Iowa US,82.0,41.9216734,-93.3122705,3156000,2.5982256020278833e-05
18749,26718,Kansas,US,2020-04-05,751.0,22.0,Kansas US,53.0,38.27312,-98.5821872,2912000,1.820054945054945e-05
18824,26825,Kentucky,US,2020-04-05,955.0,45.0,Kentucky US,38.0,37.5726028,-85.1551411,4468000,8.504923903312444e-06
18899,26932,Louisiana,US,2020-04-05,13010.0,477.0,Louisiana US,514.0,30.8703881,-92.007126,4660000,0.00011030042918454936
18974,27039,Maine,US,2020-04-05,470.0,10.0,Maine US,14.0,45.709097,-68.8590201,1338000,1.046337817638266e-05
18524,26397,Illinois,US,2020-04-05,11259.0,274.0,Illinois US,902.0,40.0796606,-89.4337288,12740000,7.080062794348509e-05
19049,27146,Maryland,US,2020-04-05,3617.0,67.0,Maryland US,492.0,39.5162234,-76.9382069,6043000,8.14165149760053e-05
19199,27360,Michigan,US,2020-04-05,15718.0,617.0,Michigan US,1493.0,43.6211955,-84.6824346,9996000,0.00014935974389755904
19274,27467,Minnesota,US,2020-04-05,935.0,29.0,Minnesota US,70.0,45.9896587,-94.6113288,5611000,1.2475494564248797e-05
19349,27574,Mississippi,US,2020-04-05,1638.0,43.0,Mississippi US,183.0,32.9715645,-89.7348497,2987000,6.126548376297288e-05
19424,27681,Missouri,US,2020-04-05,2347.0,44.0,Missouri US,37.0,38.7604815,-92.5617875,6126000,6.03983023179889e-06
19499,27788,Montana,US,2020-04-05,286.0,6.0,Montana US,21.0,47.3752671,-109.6387579,1062000,1.9774011299435028e-05
19649,28002,Nevada,US,2020-04-05,1855.0,46.0,Nevada US,113.0,39.5158825,-116.8537227,3034000,3.7244561634805535e-05
18299,26076,Guam,US,2020-04-05,112.0,4.0,Guam US,19.0,13.450125700000001,144.75755102972062,164229,0.00011569211284243343
19799,28216,New Jersey,US,2020-04-05,37505.0,917.0,New Jersey US,3381.0,40.0757384,-74.4041622,8909000,0.00037950387248849476
20399,29072,Pennsylvania,US,2020-04-05,11589.0,151.0,Pennsylvania US,1145.0,40.9699889,-77.7278831,12810000,8.938329430132709e-05
21074,30035,Virgin Islands,US,2020-04-05,42.0,1.0,Virgin Islands US,2.0,17.789187,-64.7080574,107268,1.8644889435805646e-05
19949,28430,New York,US,2020-04-05,123160.0,4159.0,New York US,9327.0,40.7127281,-74.0060152,8623000,0.0010816421199118637
20024,28537,North Carolina,US,2020-04-05,2649.0,38.0,North Carolina US,163.0,35.6729639,-79.0392919,10380000,1.5703275529865124e-05
20099,28644,North Dakota,US,2020-04-05,207.0,3.0,North Dakota US,21.0,47.6201461,-100.540737,760077,2.7628779715739325e-05
20174,28751,Ohio,US,2020-04-05,4043.0,119.0,Ohio US,304.0,40.2253569,-82.6881395,11690000,2.600513259195894e-05
20249,28858,Oklahoma,US,2020-04-05,1254.0,46.0,Oklahoma US,93.0,34.9550817,-97.2684063,3943000,2.3586101952827797e-05
20324,28965,Oregon,US,2020-04-05,1068.0,27.0,Oregon US,169.0,43.9792797,-120.737257,4191000,4.032450489143402e-05
20474,29179,Puerto Rico,US,2020-04-05,475.0,20.0,Puerto Rico US,23.0,18.2214149,-66.41328179513847,3195000,7.198748043818466e-06
17099,24364,,Timor-Leste,2020-04-05,1.0,0.0,Timor-Leste,0.0,-8.5151979,125.8375756,1296000,0.0
20549,29286,Rhode Island,US,2020-04-05,922.0,25.0,Rhode Island US,116.0,41.7962409,-71.5992372,1057000,0.0001097445600756859
20624,29393,South Carolina,US,2020-04-05,2049.0,44.0,South Carolina US,132.0,33.6874388,-80.4363743,5084000,2.5963808025177027e-05
20699,29500,South Dakota,US,2020-04-05,240.0,2.0,South Dakota US,28.0,44.6471761,-100.348761,882235,3.173757558927043e-05
20774,29607,Tennessee,US,2020-04-05,3633.0,53.0,Tennessee US,311.0,35.7730076,-86.2820081,6770000,4.593796159527327e-05
20849,29714,Texas,US,2020-04-05,7209.0,136.0,Texas US,653.0,31.8160381,-99.5120986,28700000,2.2752613240418117e-05
20924,29821,Utah,US,2020-04-05,1608.0,8.0,Utah US,173.0,39.4225192,-111.7143584,3161000,5.472951597595698e-05
19874,28323,New Mexico,US,2020-04-05,670.0,12.0,New Mexico US,136.0,34.5708167,-105.993007,2095000,6.49164677804296e-05
21224,30249,Washington,US,2020-04-05,7825.0,336.0,Washington US,578.0,38.8948932,-77.0365529,7536000,7.669851380042463e-05
20999,29928,Vermont,US,2020-04-05,512.0,22.0,Vermont US,51.0,44.5990718,-72.5002608,626299,8.143075432022085e-05
21299,30356,West Virginia,US,2020-04-05,324.0,3.0,West Virginia US,42.0,38.4758406,-80.8408415,1806000,2.325581395348837e-05
21899,31212,British Virgin Islands,United Kingdom,2020-04-05,3.0,0.0,British Virgin Islands United Kingdom,0.0,51.510384,-0.1570916,31196,0.0
21374,30463,Wisconsin,US,2020-04-05,2320.0,74.0,Wisconsin US,290.0,44.4308975,-89.6884637,5814000,4.98796009631923e-05
21449,30570,Wyoming,US,2020-04-05,197.0,0.0,Wyoming US,10.0,43.1700264,-107.5685348,577737,1.7308913917578413e-05
21524,30677,,Uganda,2020-04-05,52.0,0.0,Uganda,4.0,1.5333554,32.2166578,42860000,9.332711152589828e-08
21599,30784,,Ukraine,2020-04-05,1308.0,37.0,Ukraine,83.0,49.4871968,31.2718321,43733762,1.8978472512838023e-06
21749,30998,Anguilla,United Kingdom,2020-04-05,3.0,0.0,Anguilla United Kingdom,0.0,51.53827235,-2.555893281952663,15094,0.0
21824,31105,Bermuda,United Kingdom,2020-04-05,37.0,0.0,Bermuda United Kingdom,2.0,52.5056354,-1.4789788,65441,3.0561880166867864e-05
21674,30891,,United Arab Emirates,2020-04-05,1799.0,10.0,United Arab Emirates,294.0,24.0002488,53.9994829,9890402,2.9725788698983114e-05
21974,31319,Cayman Islands,United Kingdom,2020-04-05,35.0,1.0,Cayman Islands United Kingdom,0.0,51.5088472,-0.1449478,61559,0.0
22049,31426,Channel Islands,United Kingdom,2020-04-05,309.0,6.0,Channel Islands United Kingdom,47.0,49.4462088,-2.9028271,173414,0.00027102771402539585
22124,31533,Gibraltar,United Kingdom,2020-04-05,103.0,0.0,Gibraltar United Kingdom,5.0,52.1411551,1.2009453,34571,0.00014462989210610049
22199,31640,Isle of Man,United Kingdom,2020-04-05,127.0,1.0,Isle of Man United Kingdom,1.0,54.2358167,-4.514598745698255,84287,1.1864225799945424e-05
22274,31747,Montserrat,United Kingdom,2020-04-05,6.0,0.0,Montserrat United Kingdom,0.0,51.7283857,-2.2085499,5900,0.0
22349,31854,Turks and Caicos Islands,United Kingdom,2020-04-05,5.0,1.0,Turks and Caicos Islands United Kingdom,0.0,51.5199932,-0.1590354,35446,0.0
22424,31961,,United Kingdom,2020-04-05,47806.0,4934.0,United Kingdom,5903.0,54.7023545,-3.2765753,67886011,8.695458626962189e-05
7498,10667,,Diamond Princess,2020-04-04,712.0,11.0,Diamond Princess,0.0,53.8953584,27.5554078,3770,0.0
22873,32602,,Zambia,2020-04-04,39.0,1.0,Zambia,0.0,-14.5186239,27.5599164,18383955,0.0
4198,5959,Beijing,China,2020-04-04,585.0,8.0,Beijing China,1.0,39.906217,116.3912757,21540000,4.6425255338904366e-08
5623,7992,Macau,China,2020-04-04,43.0,0.0,Macau China,0.0,22.1757605,113.5514142,622567,0.0
1348,1893,,Azerbaijan,2020-04-04,521.0,5.0,Azerbaijan,78.0,40.3936294,47.7872508,10139177,7.6929320792013e-06
5548,7885,Liaoning,China,2020-04-04,141.0,2.0,Liaoning China,0.0,40.9975197,122.9955469,43900000,0.0
5323,7564,Jiangsu,China,2020-04-04,651.0,0.0,Jiangsu China,0.0,33.0000001,119.9999999,80400000,0.0
10948,15589,,Italy,2020-04-04,124632.0,15362.0,Italy,4805.0,42.6384261,12.674297,60461826,7.947163223287368e-05
17173,24470,,Togo,2020-04-04,41.0,3.0,Togo,1.0,8.7800265,1.0199765,8278724,1.2079156159814e-07
16723,23828,,Switzerland,2020-04-04,20505.0,666.0,Switzerland,899.0,46.7985624,8.2319736,8654622,0.00010387513169263776
16798,23935,,Syria,2020-04-04,16.0,2.0,Syria,0.0,34.6401861,39.0494106,18270000,0.0
16873,24042,,Taiwan*,2020-04-04,355.0,5.0,Taiwan*,7.0,23.9739374,120.9820179,23816775,2.939104895604044e-07
16948,24149,,Tanzania,2020-04-04,20.0,1.0,Tanzania,0.0,-6.5247123,35.7878438,59734218,0.0
22723,32388,,Vietnam,2020-04-04,240.0,0.0,Vietnam,3.0,13.2904027,108.4265113,97338579,3.082025678636628e-08
17023,24256,,Thailand,2020-04-04,2067.0,20.0,Thailand,89.0,14.8971921,100.83273,69799978,1.275072035122991e-06
17098,24363,,Timor-Leste,2020-04-04,1.0,0.0,Timor-Leste,0.0,-8.5151979,125.8375756,1296000,0.0
5698,8099,Ningxia,China,2020-04-04,75.0,0.0,Ningxia China,0.0,37.0000001,105.9999999,6301000,0.0
1273,1786,,Austria,2020-04-04,11781.0,186.0,Austria,257.0,47.2000338,13.199959,9006398,2.8535270149065143e-05
5923,8420,Shandong,China,2020-04-04,778.0,7.0,Shandong China,0.0,36.0000001,118.9999999,90000000,0.0
4123,5852,Anhui,China,2020-04-04,990.0,6.0,Anhui China,0.0,32.0,117.0,62000000,0.0
2473,3498,,Bulgaria,2020-04-04,503.0,17.0,Bulgaria,18.0,42.6073975,25.4856617,6948445,2.590507660347027e-06
3898,5531,,Central African Republic,2020-04-04,8.0,0.0,Central African Republic,0.0,7.0323598,19.9981227,37742154,0.0
2623,3712,,Burma,2020-04-04,21.0,1.0,Burma,1.0,17.1750495,95.9999652,53370000,1.8737118231216038e-08
6073,8634,Shanxi,China,2020-04-04,137.0,0.0,Shanxi China,0.0,37.0,112.0,36500000,0.0
973,1358,South Australia,Australia,2020-04-04,407.0,0.0,South Australia Australia,11.0,-30.5343665,135.6301212,1677000,6.55933214072749e-06
4723,6708,Hainan,China,2020-04-04,168.0,6.0,Hainan China,0.0,19.2000001,109.5999999,9258000,0.0
5998,8527,Shanghai,China,2020-04-04,529.0,6.0,Shanghai China,3.0,31.2322758,121.4692071,24240000,1.2376237623762377e-07
3973,5638,,Chad,2020-04-04,9.0,0.0,Chad,1.0,15.6134137,19.0156172,14900000,6.711409395973155e-08
1048,1465,Tasmania,Australia,2020-04-04,80.0,2.0,Tasmania Australia,6.0,-42.14220555,146.6723517878467,515000,1.1650485436893204e-05
2548,3605,,Burkina Faso,2020-04-04,318.0,16.0,Burkina Faso,16.0,12.0753083,-1.6880314,20903273,7.654303706409997e-07
17323,24684,,Tunisia,2020-04-04,553.0,18.0,Tunisia,58.0,33.8439408,9.400138,11818619,4.9075107675439915e-06
1123,1572,Victoria,Australia,2020-04-04,1115.0,8.0,Victoria Australia,30.0,-36.5986096,144.6780052,6359000,4.717722912407612e-06
5848,8313,Shaanxi,China,2020-04-04,256.0,3.0,Shaanxi China,1.0,36.0,109.0,37330000,2.678810608090008e-08
4048,5745,,Chile,2020-04-04,4161.0,27.0,Chile,424.0,-31.7613365,-71.3187697,19116201,2.218013924419397e-05
5773,8206,Qinghai,China,2020-04-04,18.0,0.0,Qinghai China,0.0,35.40709525,95.95211573241954,5627000,0.0
1198,1679,Western Australia,Australia,2020-04-04,436.0,2.0,Western Australia Australia,36.0,-25.2303005,121.0187246,2589000,1.3904982618771726e-05
17248,24577,,Trinidad and Tobago,2020-04-04,103.0,6.0,Trinidad and Tobago,5.0,10.8677845,-60.9821067,1399488,3.572735171719943e-06
16348,23293,,Spain,2020-04-04,126168.0,11947.0,Spain,6969.0,39.3262345,-4.8380649,46754778,0.0001490542848904127
17398,24791,,Turkey,2020-04-04,23934.0,501.0,Turkey,3013.0,38.9597594,34.9249653,84339067,3.5724843861504896e-05
15823,22544,,Seychelles,2020-04-04,10.0,0.0,Seychelles,0.0,-4.6574977,55.4540146,98347,0.0
15298,21795,,Saint Kitts and Nevis,2020-04-04,9.0,0.0,Saint Kitts and Nevis,0.0,17.250512,-62.6725973,55345,0.0
15373,21902,,Saint Lucia,2020-04-04,14.0,0.0,Saint Lucia,1.0,13.8250489,-60.975036,183627,5.445822237470525e-06
15448,22009,,Saint Vincent and the Grenadines,2020-04-04,7.0,0.0,Saint Vincent and the Grenadines,4.0,12.90447,-61.2765569,115000,3.478260869565217e-05
15523,22116,,San Marino,2020-04-04,259.0,32.0,San Marino,14.0,43.9458623,12.458306,33931,0.00041260204532728184
18223,25968,Georgia,US,2020-04-04,6160.0,201.0,Georgia US,329.0,32.3293809,-83.1137366,10520000,3.1273764258555134e-05
15598,22223,,Saudi Arabia,2020-04-04,2179.0,29.0,Saudi Arabia,140.0,25.6242618,42.3528328,34813871,4.021385613797443e-06
15748,22437,,Serbia,2020-04-04,1624.0,44.0,Serbia,148.0,44.024322850000004,21.07657433209902,8737371,1.6938733630516548e-05
15898,22651,,Sierra Leone,2020-04-04,4.0,0.0,Sierra Leone,2.0,8.6400349,-11.8400269,7557000,2.6465528648934765e-07
17473,24898,Alabama,US,2020-04-04,1614.0,44.0,Alabama US,119.0,33.2588817,-86.8295337,4888000,2.4345335515548282e-05
15973,22758,,Singapore,2020-04-04,1189.0,6.0,Singapore,75.0,1.357107,103.8194992,5850342,1.2819763357424232e-05
16048,22865,,Slovakia,2020-04-04,471.0,1.0,Slovakia,21.0,48.7411522,19.4528646,5459642,3.846406046403775e-06
16123,22972,,Slovenia,2020-04-04,977.0,22.0,Slovenia,43.0,45.8133113,14.4808369,2078938,2.0683637511075368e-05
16198,23079,,Somalia,2020-04-04,7.0,0.0,Somalia,0.0,8.3676771,49.083416,15893222,0.0
22198,31639,Isle of Man,United Kingdom,2020-04-04,126.0,1.0,Isle of Man United Kingdom,12.0,54.2358167,-4.514598745698255,84287,0.00014237070959934508
16273,23186,,South Africa,2020-04-04,1585.0,9.0,South Africa,80.0,-28.8166236,24.991639,59308690,1.3488748444789456e-06
6148,8741,Sichuan,China,2020-04-04,557.0,3.0,Sichuan China,2.0,30.5000001,102.4999999,81100000,2.4660912453760788e-08
15223,21688,,Rwanda,2020-04-04,102.0,0.0,Rwanda,13.0,-1.9646631,30.0644358,12952218,1.0036890978826947e-06
15148,21581,,Russia,2020-04-04,4731.0,43.0,Russia,582.0,64.6863136,97.7453061,145934462,3.988091585933965e-06
15073,21474,,Romania,2020-04-04,3613.0,146.0,Romania,430.0,45.9852129,24.6859225,19237691,2.2351954816199094e-05
14998,21367,,Qatar,2020-04-04,1325.0,3.0,Qatar,250.0,25.3336984,51.2295295,2881053,8.677382887437336e-05
17548,25005,Alaska,US,2020-04-04,171.0,5.0,Alaska US,14.0,64.4459613,-149.680909,737438,1.8984646844887298e-05
17623,25112,Arizona,US,2020-04-04,2187.0,52.0,Arizona US,250.0,34.395342,-111.7632755,7172000,3.4857780256553265e-05
17698,25219,Arkansas,US,2020-04-04,743.0,14.0,Arkansas US,39.0,35.2048883,-92.4479108,301400,0.0001293961512939615
17773,25326,California,US,2020-04-04,12837.0,289.0,California US,833.0,36.7014631,-118.7559974,39560000,2.1056622851365014e-05
17848,25433,Colorado,US,2020-04-04,4188.0,111.0,Colorado US,446.0,38.7251776,-105.6077167,5696000,7.830056179775281e-05
17923,25540,Connecticut,US,2020-04-04,5276.0,165.0,Connecticut US,362.0,41.6500201,-72.7342163,3573000,0.00010131542121466555
17998,25647,Delaware,US,2020-04-04,593.0,14.0,Delaware US,143.0,38.6920451,-75.4013315,967171,0.00014785389553657007
18073,25754,District of Columbia,US,2020-04-04,902.0,21.0,District of Columbia US,145.0,38.893661249999994,-76.98788325388196,633427,0.00022891351331724098
18148,25861,Florida,US,2020-04-04,11545.0,195.0,Florida US,1277.0,27.7567667,-81.4639835,21300000,5.995305164319249e-05
16648,23721,,Sweden,2020-04-04,6443.0,373.0,Sweden,312.0,59.6749712,14.5208584,10099265,3.089333728741646e-05
16573,23614,,Suriname,2020-04-04,10.0,1.0,Suriname,0.0,4.1413025,-56.0771187,586632,0.0
16498,23507,,Sudan,2020-04-04,10.0,2.0,Sudan,0.0,14.5844444,29.4917691,43849260,0.0
16423,23400,,Sri Lanka,2020-04-04,166.0,5.0,Sri Lanka,7.0,7.5554942,80.7137847,21413249,3.269004157192587e-07
14848,21153,,Poland,2020-04-04,3627.0,79.0,Poland,244.0,52.215933,19.134422,37846611,6.447076595576814e-06
14923,21260,,Portugal,2020-04-04,10524.0,266.0,Portugal,638.0,40.0332629,-7.8896263,10196709,6.256920737857676e-05
22648,32281,,Venezuela,2020-04-04,155.0,7.0,Venezuela,2.0,8.0018709,-66.1109318,28435940,7.033352862609782e-08
6823,9704,,Costa Rica,2020-04-04,435.0,2.0,Costa Rica,19.0,10.2735633,-84.0739102,5094118,3.729791889390862e-06
898,1251,Queensland,Australia,2020-04-04,900.0,4.0,Queensland Australia,27.0,-22.1646782,144.5844903,5071000,5.324393610727667e-06
373,502,,Angola,2020-04-04,10.0,2.0,Angola,2.0,-11.8775768,17.5691241,32866272,6.08526577033136e-08
223,288,,Algeria,2020-04-04,1251.0,130.0,Algeria,80.0,28.0000272,2.9999825,43851044,1.8243579331885462e-06
6973,9918,,Croatia,2020-04-04,1126.0,12.0,Croatia,47.0,45.5643442,17.0118954,4105267,1.1448707233902204e-05
298,395,,Andorra,2020-04-04,466.0,17.0,Andorra,27.0,42.5407167,1.5732033,77265,0.00034944670937682004
2998,4247,Alberta,Canada,2020-04-04,1075.0,18.0,Alberta Canada,106.0,55.001251,-115.002136,4371000,2.4250743536948065e-05
3448,4889,Nova Scotia,Canada,2020-04-04,236.0,0.0,Nova Scotia Canada,29.0,45.1960403,-63.1653789,971395,2.9853972894651506e-05
6898,9811,,Cote d'Ivoire,2020-04-04,245.0,1.0,Cote d'Ivoire,27.0,7.9897371,-5.5679458,26378274,1.0235696240019344e-06
2923,4140,,Cameroon,2020-04-04,555.0,9.0,Cameroon,46.0,4.6125522,13.1535811,26545863,1.732850048988801e-06
3073,4354,British Columbia,Canada,2020-04-04,1203.0,38.0,British Columbia Canada,29.0,55.001251,-125.002441,5071000,5.718793137448235e-06
22573,32174,,Uzbekistan,2020-04-04,266.0,2.0,Uzbekistan,39.0,41.32373,63.9528098,33469203,1.165250334762976e-06
7123,10132,,Cyprus,2020-04-04,426.0,11.0,Cyprus,30.0,34.9823018,33.1451285,1207359,2.4847621958340476e-05
3523,4996,Ontario,Canada,2020-04-04,3630.0,94.0,Ontario Canada,375.0,50.000678,-86.000977,14570000,2.5737817433081674e-05
448,609,,Antigua and Barbuda,2020-04-04,15.0,0.0,Antigua and Barbuda,0.0,17.2234721,-61.9554608,97929,0.0
6748,9597,,Congo (Kinshasa),2020-04-04,154.0,18.0,Congo (Kinshasa),20.0,-2.9814344,23.8222636,89561403,2.2331048119020647e-07
2848,4033,,Cambodia,2020-04-04,114.0,0.0,Cambodia,0.0,13.5066394,104.869423,16718965,0.0
148,181,,Albania,2020-04-04,333.0,20.0,Albania,29.0,41.000028,19.9999619,2877797,1.0077152766508548e-05
7198,10239,,Czechia,2020-04-04,4472.0,59.0,Czechia,381.0,49.8167003,15.4749544,10708981,3.557761471422911e-05
7048,10025,,Cuba,2020-04-04,288.0,6.0,Cuba,19.0,23.0131338,-80.8328748,11326616,1.6774648315083693e-06
6598,9383,,Colombia,2020-04-04,1406.0,32.0,Colombia,139.0,2.8894434,-73.783892,50882891,2.7317630203048014e-06
